,COURSE_NAME,COURSE_YEAR,COURSE_SEMESTER,FOLDER_NAME,FOLDER_URL
12902,89309  מבוא למדעי הסביבה מצומצם - תשעז,2016,Semester 1,,
12915,89309  מבוא למדעי הסביבה מצומצם - תשעו,2015,Semester 2,,
12939,82830 - סמינריון לתלמידי מוסמך במדעי האטמוספירה ואוקיינוגרפיה 1 - תשף - סמ א,2019,Semester 1,2019-20 -> 82830 SEMINAR FOR GRADUATE STUDENTS,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22220ddfd6-2216-47e0-ba05-aadf00b0a97a%22
12950,82830 - סמינריון לתלמידי מוסמך במדעי האטמוספירה ואוקיינוגרפיה 1 - תשעט,2018,Semester 1,2018-19 -> 82830 SEMINAR FOR GRADUATE STUDENTS Atmospheric Sciences and Oceanography  I,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%228960bb08-e1db-45bb-9162-abe400c1863a%22
12972,70702 - פטרולוגיה מאגמתית ומטמורפית  - תשף - שעור א,2019,Semester 1,2019-20 -> 70702 IGNEOUS AND METAMORPHIC  PETROLOGY,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22126ae592-e5c0-41db-99d6-aadf00891b51%22
12998,פטרולוגיה מאגמתית ומטמורפית  - 70702 - תשעט,2018,Semester 2,2018-19 -> 70702 IGNEOUS AND METAMORPHIC  PETROLOGY,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%225c6a07a8-5357-41fb-a2cf-abe400b57242%22
13042,70702 - פטרולוגיה מאגמתית ומטמורפית  - תשעח,2017,Semester 2,,
13069,70702 - פטרולוגיה מאגמתית ומטמורפית  - תשעז,2016,Semester 2,,
13081,70356 - מבוא למודלים במדעי כדור הארץ - תשף - שעור א,2019,Semester 1,2019-20 -> 70356 Introduction to modeling in  Earth Sciences,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%2266de9b67-85e2-41c2-a26d-aadf0088d332%22
13105,70356 - מבוא למודלים במדעי כדור הארץ - תשעט,2018,Semester 1,2018-19 -> 70356 Introduction to modeling in  Earth Sciences,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%2281e8aaaa-2f96-471a-ad04-abe400b53c7c%22
13123,51106יסודות ביולוגים עט,2018,Semester 1,2018-19 -> 51106 Basic Principles in Biology,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%2229cc4abb-d767-4c6a-8931-abe400967a13%22
13137,51106 יסודות ביולוג תשפ,2019,Semester 1,2019-20 -> 51106 Basic Principles in Biology,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%226f5d608e-cb03-472a-a415-aadf0081022b%22
13138,51106 יסודות ביולוגיים,2016,Semester 1,,
13151,51106 התנהגות עח,2017,Semester 1,,
13166,58304 כלכלה פול תשפ,2019,Semester 1,2019-20 -> 58304 POLITICAL ECONOMY,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%220b11a0e3-e6f5-4cc5-b73e-aadf008e95de%22
13171,58304 כלכלה פוליטית עח,2017,Semester 1,,
13177,52116 מבוא לססטי תשפ,2019,Semester 1,2019-20 -> 52116 INTRODUCTION TO STATISTICS I (FOR NON-STAT.),https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22506e12f2-ef52-405a-b949-aadf00835032%22
13198,52116מבוא לסטיטסקה עט,2018,Semester 1,2018-19 -> 52116 INTRODUCTION TO STATISTICS I (FOR NON-STAT.),https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22748c1dd1-b5a5-43f3-bccb-abe4009868eb%22
13212,52116 מבוא לסטטסיטקה,2016,Semester 1,,
13230,52116 סטטיט תשעח,2017,Semester 1,,
13249,51102 חשיבה סטטי תשפ,2019,Semester 1,2019-20 -> 51102 Statistical Thinking in Psychology,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%228c63d327-3e77-4199-9079-aadf0080f9cf%22
13253,51102  חשיבה סטטיסטית עט ,2018,Semester 1,2018-19 -> 51102 Statistical Thinking in Psychology,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22dc6671cf-4479-4557-8ec1-abe4009673f8%22
13310,51102 חשיבה סטטיט עח,2017,Semester 1,,
13355,51102 חשיבה סטטיסטית,2016,Semester 2,,
13366,70849 - תהליכים במחזור ההידרולוגי - תשף - שעור א,2019,Semester 1,2019-20 -> 70849 Processes of the Hydrological Cycle,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%2288694c79-89ce-4f49-b12a-aadf0089390b%22
13380,70102  - מבוא לפלאונטולוגיה - תשף - שעור א,2019,Semester 1,2019-20 -> 70102 INTRODUCTION TO PALEONTOLOGY,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22c383ae01-7401-461c-8e84-aadf008895a6%22
13383,67320 - קורס קיץ - סדנת תכנות C/CPP,2018,Semester Summer,2018-19 -> 67320 PROGRAMMING WORKSHOP IN C & C++  SUMMER COURSE,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%222b01f5c4-f3f9-4542-8744-abe400b2911f%22
13449,67319 - קורס קיץ - סדנת תכנות - תשעח,2017,Semester Summer,,
13483,67319 - קורס קיץ - סדנת תכנות - תשעז,2016,Semester Summer,,
13515,67318 - קורס קיץ - סדנת תכנות - תשעח,2017,Semester Summer,,
13532,67318 - קורס קיץ - סדנת תכנות - תשעז,2016,Semester Summer,,
13548,קולוקוויום שבועי- תשעט - 77805,2018,Semester 2,2018-19 -> 77805 Weekly Physics Colloquium,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%221f96bc60-cd3d-43c8-af84-abe400bec985%22
13557,ראייה ממוחשבת - תשעט - 67542,2018,Semester 2,2018-19 -> 67542 COMPUTER VISION,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%226402d7b8-8923-4ae2-8532-abe400b2dd69%22
13562,אופקים בכימיה - תשעט - 69550,2018,Semester 2,2018-19 -> 69550 SEMINAR RESEARCH FOR BSC STUDENTS,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%225a3de3a0-f739-4522-97be-abe400b4744f%22
13568,מבוא לאופטואלקטרוניקה- תשעט - 83879,2018,Semester 2,2018-19 -> 83879 AN INTRODUCTION TO OPTRONICS,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22b77a9681-5019-4f7a-b8b8-abe400c20c79%22
13574,חשמל ומגנטיות לתלמידי הנדסה - תשעט - 83313 ,2018,Semester 2,2018-19 -> 83313 ELECTRICITY AND MAGNITISM FOR ENGINEERING STUDENTS,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%223458083a-4d52-4fe2-99c6-abe400c1c344%22
13587,פיסיקה כללית - גלים וחשמל לתלמידי כימיה וכדהא - תשעט - 77131,2018,Semester 2,2018-19 -> 77131 General Phys.- Waves & Elec. for Chem.& Earth stu.,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%224cf4dee2-6f13-4ed9-bed9-abe400be077b%22
13588,77131 - פיסיקה כללית - גלים וחשמל לתלמידי כימיה וכדהא - תשעח,2017,Semester 2,,
13597,נוירוביולוגיה ומדעי המח - תשעט - 72369,2018,Semester 2,2018-19 -> 72369 NEUROBIOLOGY AND BRAIN SCIENCES,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22baa675dd-cf24-4bc8-8425-abe400bab512%22
13620,55902 מבוא לחשבונאות תשעט,2018,Semester 2,"2018-19 -> 55902-1 Introduction to Financial Accounting, 1 -  Ben-Meir",https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22d1967a6f-1d9e-438c-bb45-abe4009e5f9c%22
13621,57556 מתמטיקה כלכלה,2018,Semester 2,2018-19 -> 57556 ADVANCED MATHEMATICS FOR ECONOMISTS,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22bbe748c9-aab4-43a9-8910-abe400a09f8f%22
13651,57556 מתמ מתקדם,2016,Semester 2,,
13668,מבוא לסטרטיגרפיה - תשעט - 70365,2018,Semester 2,2018-19 -> 70365 Introduction to stratigraphy,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%221d4d5a1b-43e9-4e43-8dee-abe400b53f8a%22
13686,70365 - מבוא לסטרטיגרפיה - תשעח,2017,Semester 2,,
13693,65214 תזונת האדם תשעט,2018,Semester 2,2018-19 -> 65214 HUMAN NUTRITION,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%225d8c6e3b-c05a-47bf-9896-abe400b01829%22
13721,65214 תזונת האדם תשעז ,2016,Semester 2,,
13756,71025 מבוא להסתברות וסטטיסטיקה תיאורית תשעט,2018,Semester 2,2018-19 -> 71025 INTRODUCTION TO PROBABILITY AND DESCRIPTIVE STATISTICS,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%224cb1ad75-072e-4d6e-bdf4-abe400b5e122%22
13765,כימיה אנליטית א- תשעט - 69106,2018,Semester 2,2018-19 -> 69106 ANALYTICAL CHEMISTRY A,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22e272d5bf-96d6-4137-b9cd-abe400b3ff96%22
13805,כימיה אנליטית א - 69106 - תשעח,2017,Semester 2,,
13806,עיבוד נתונים בסטטיסטיקה מודרנית - תשעט - 52311,2018,Semester 2,2018-19 -> 52311 MODERN STATISTICAL DATA ANALYSIS,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22ac3886d0-21ac-46d1-bcce-abe400988753%22
13832,52311 - עיבוד נתונים בסטטיסטיקה מודרנית - תשעח ,2017,Semester 2,,
13846,71810 אנדוקרינולוגיה כללית תשעט,2018,Semester 2,2018-19 -> 71810 GENERAL ENDOCRINOLOGY,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%223565d66c-4078-49fa-9661-abe400b96c0e%22
13858,גאולוגיה סטרוקטורלית - תשעט - 70302,2018,Semester 2,2018-19 -> 70302 STRUCTURAL GEOLOGY,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%223f838d3e-6156-4859-84cd-abe400b5147a%22
13873,70302 - גאולוגיה סטרוקטורלית - תשעז,2016,Semester 2,,
13907,גנטיקה מורחב - תשעט - 72345,2018,Semester 2,2018-19 -> 72345 TOPICS IN CLASSICAL AND MOLECULAR GENETICS,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22ab156b79-0087-4f87-9fdc-abe400ba992d%22
13919,מתמטיקה לתלמידי כימיה וכדהא - תשעט - 80110,2018,Semester 2,2018-19 -> 80110 MATHEMATICS FOR CHEMISTRY STUDENTS 2,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22565e4576-48a3-41cd-951a-abe400bf77c8%22
13944,80110 - מתמטיקה לתלמידי כימיה וכדהא - תשעח,2017,Semester 2,,
13947,תורת המספרים האלמנטרית - תשעט - 80115,2018,Semester 2,2018-19 -> 80115 Elementary Number Theory,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22be9cfb5c-dd3e-449e-9426-abe400bf7e83%22
13985,80115 - תורת המספרים האלמנטרית תשעו,2015,Semester 2,,
14009,פנינים במתמטיקה דיסקרטית - תשעט - 67181,2018,Semester 2,2018-19 -> 67181 PEARLS IN DISCRETE MATHEMATICS,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22458b3eaa-4805-4f4c-a420-abe400b27790%22
14022,מאלגברה ליניארית לאייפון ב - תשעט - 83537,2018,Semester 2,2018-19 -> 83537 FROM Linear Algebra TO THE iPhone (B)  INTRODUCTION TO ELECTRICAL AND SYSTEM ENGINEERING FROM BASIC,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22e79ddbaa-dd2e-4c9e-b4d7-abe400c2005e%22
14053,ראיה חישובית  - תשעט - 76921,2018,Semester 2,2018-19 -> 76921 HUMAN VISION: A COMPUTATIONAL APPROACH,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%228880e2a0-329b-4931-95b7-abe400bd9842%22
14066,76921 - ראיה חישובית - תשעח,2017,Semester 2,,
14079,76921 - ראיה חישובית - תשעז,2016,Semester 2,,
14089, בירות המוסיקה במאה ה- 18 - תשעט - 23338,2018,Semester 2,2018-19 -> 23338 Musical Capitals in Eighteenth-century Europe,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%226164eebe-2e27-4a4b-a292-abe100e0ab3d%22
14111,מבוא לגיאופיסיקה - תשעט - 70701,2018,Semester 2,2018-19 -> 70701 FOUNDATIONS OF GEOPHYSICS,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%222b0088f7-cdd8-4baa-a596-abe400b56f2f%22
14137,70701 - מבוא לגאופיסיקה - תשעח,2017,Semester 2,,
14153,71737 תורת היצרן תשעח,2017,Semester 2,,
14167,71737 תורת היצרן תשעט,2018,Semester 2,2018-19 -> 71737 FIRM THEORY,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%2296ff6104-a4a2-42af-8a34-abe400b9239a%22
14182,71013 מבוא לסטטיסטיקה ותכנון ניסויים תשעט,2018,Semester 2,2018-19 -> 71013 INTRODUCTION TO STATISTICS AND EXPERIMENTAL DESIGN,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22a1986c7d-0f22-4ade-beb5-abe400b5bd67%22
14208,71034 גנטיקה מולקולרית תשעט,2018,Semester 2,2018-19 -> 71034 MOLECULAR GENETICS,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%220404dd86-eb1c-4466-86be-abe400b5f4db%22
14220,71034 גנטיקה מולקולרית תשעח,2017,Semester 2,,
14232,71034 גנטיקה מולקולרית תשעז,2016,Semester 2,,
14246,71806 פיזיולוגיה של בעח תשעט,2018,Semester 2,2018-19 -> 71806 ANIMAL PHYSIOLOGY II,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22277a61a4-7afc-462d-ad15-abe400b962e9%22
14271,71806 פיזיולוגיה של בעלי חיים ב תשעח,2017,Semester 2,,
14295,71806 פיזיולגיה של בעלי חיים  תשעז,2016,Semester 2,,
14327,65648 תזונת האדם ונוטריינטים תשעט,2018,Semester 2,2018-19 -> 65648 HUMAN NUTRITION - MICRONUTREINTS,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22fc471546-224e-4932-87e3-abe400b0b66b%22
14351,65648 תזונת האדם - מיקרונוטריינטים תשעח,2017,Semester 2,,
14376,65648 תזונת האדם מיקרונוטריינטים תשעז,2016,Semester 2,,
14403,51503 אישיות עט ב,2018,Semester 2,2018-19 -> 51503 Personality,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22317587be-8ef0-4dd7-be9d-abe40096cc44%22
14409,51503 אישיות עח-2,2017,Semester 2,,
14413,52117  סטטיטיקה עט ב,2018,Semester 2,2018-19 -> 52117 INTRODUCTION TO STATISTICS II (FOR NON-STAT.),https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%2275b79e74-81fd-4263-a3a0-abe400986c93%22
14424,52117  מבוא סטטי עח-2,2017,Semester 2,,
14440,52117 סטטיקה ב,2016,Semester 2,,
14453,52117 סטטיסטיקה ב מנהל עסקים עו,2015,Semester 2,,
14466,51626 פסיכ אבנומליה עט ב,2018,Semester 2,2018-19 -> 51626 Abnormal Psychology,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%2206322e07-e4a6-4328-9a6d-abe400971e3b%22
14473,51626 פסיכולוגיה עח-2,2017,Semester 2,,
14495,51626 פסיכולו אבנורמ עז,2016,Semester 2,,
14501,57122 חשבון דיפרנציאלי עט ב,2018,Semester 2,2018-19 -> 57122 MATH FOR ECONOMISTS A2,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%228c5de67d-c016-437b-9589-abe400a05557%22
14513,57122 חשבון עח-ב,2017,Semester 2,,
14521,56542 דו לאומיות עט ב,2018,Semester 2,2018-19 -> 56542 Bi-nationalism in Israel/Palestine: Key Concepts and the Power of Theory,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%2243e0d5bc-2008-4fb8-8762-abe4009fce89%22
14522,56542 דו לאומיות עח-2,2017,Semester 2,,
14526,56156 דת ומדינה עט ב,2018,Semester 2,2018-19 -> 56156 Religion and State in Israel: Historical and Philosophical Perspectives,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22c211986a-f336-4256-83d6-abe4009f9360%22
14529,56156 דת ומדינה עח-2,2017,Semester 2,,
14530,53106 חברה בישראל עט ב,2018,Semester 2,2018-19 -> 53106 Society in Israel,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22988a12e7-7a02-4a59-a498-abe400990c4e%22
14531,53106 חברה בישראל עח-2,2017,Semester 2,,
14539,53106 חברה בישראל,2016,Semester 2,,
14544,מבנים אלגבריים 2 - תשעט - 80446,2018,Semester 2,2018-19 -> 80446 ALGEBRAIC STRUCTURES (2),https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22b98e439c-f2e0-442f-a1c7-abe400c004c7%22
14558,80446 - מבנים אלגבריים - תשעח,2017,Semester 2,,
14571,חשמל ומגנטיות - 77102 - תשעט,2018,Semester 2,2018-19 -> 77102 Electricity and Magnetism,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22d6ac122f-6265-4191-bd31-abe400bdeb8b%22
14645,77102 - חשמל ומגנטיות - תשעח,2017,Semester 2,,
14724,77102 - חשמל ומגנטיות - תשעז - תרגול,2016,Semester 2,,
14740,77102 חשמל ומגנטיות - תשעז י.ב.,2016,Semester 2,,
14785,77102 חשמל ומגנטיות - תשעז א.ש,2016,Semester 2,,
14833,77102 חשמל ומגנטיות - תשעו י.ב,2015,Semester 2,,
14887,77102 חשמל ומגנטיות - תשעו א.ש,2015,Semester 2,,
14945,מבוא לטופולוגיה - 80516 - תשעט,2018,Semester 2,2018-19 -> 80516 INTRODUCTION TO TOPOLOGY,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22c548d673-9865-45d1-9574-abe400c00dda%22
14988,80516 - מבוא לטופולוגיה - תשעח,2017,Semester 2,,
15016,80516 - מבוא לטופולוגיה - תשעז,2016,Semester 2,,
15047,80516 - מבוא לטופולוגיה - תשעו,2015,Semester 2,,
15077,80516 מבוא לטופולוגיה - תשעה,2014,Semester 2,,
15087,משוואות דיפרנציאליות רגילות - 80320 - תשעט,2018,Semester 2,2018-19 -> 80320 ORDINARY DIFFERENTIAL EQUATIONS,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%225adf007f-f0b5-497c-8743-abe400bfe93d%22
15115,80320 - משוואות דיפרנציאליות רגילות תשעח,2017,Semester 2,,
15150,80320 - משוואות דיפרנציאליות רגילות תשעו,2015,Semester 2,,
15194,77401 - חשמל אנליטי - תשעט ,2018,Semester 2,2018-19 -> 77401 Analitical Electrodynamics,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22bdacaf4e-25db-4837-b9f7-abe400be593f%22
15221,77401 - חשמל אנליטי תשעח,2017,Semester 2,,
15249,77401 - חשמל אנליטי תשעז,2016,Semester 2,,
15291,77401 - חשמל אנליטי תשעו,2015,Semester 2,,
15323,מבוא לחקר השפה - תשעט - 6112,2018,Semester 2,2018-19 -> 6112 INTRODUCTION TO THE STUDY OF LANGUAGE,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22741411c1-7620-40a0-915d-abe400a4ee19%22
15390,6112 - מבוא לחקר השפה - תשעח,2017,Semester 2,,
15447,מבוא לאינפורמציה ולהסקה - תשעט - 67548,2018,Semester 2,2018-19 -> 67548 INTRODUCTION TO INFORMATION AND INFERENCE,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22b8c6e6bb-7ce3-41f3-91a4-abe400b2e63b%22
15475,67548 - מבוא לאינפורמציה ולהסקה - תשעח,2017,Semester 2,,
15492,דיני סייבר -תשעט - 67398,2018,Semester 2,2018-19 -> 67398 CYBER LAW,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%220eafb914-7cad-4fd9-9487-abe400b297c8%22
15505,דיני סייבר - תשעח - 67398,2017,Semester 2,,
15517,מתמטיקה למדעים 2 - 80127 - תשעט,2018,Semester 2,2018-19 -> 80127 MATHEMATICS FOR SCIENCE STUDENTS 2,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%2269f6c9a8-d831-455c-8fb7-abe400bf8865%22
15546,80127 - מתמטיקה למדעים 2 - תשעח,2017,Semester 2,,
15571,80127 תרגול חד פעמי,2014,Semester 2,,
15572,שיטות הסברותיות בבינה מלאכותית - תשעט - 67800,2018,Semester 2,2018-19 -> 67800 PROBABILISTIC METHODS IN ARTIFICAL INTELLIGENCE,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22269eda1d-3ed5-4796-b139-abe400b350a9%22
15586,הסתברות ושימושיה - תשעט - 80312 ,2018,Semester 2,2018-19 -> 80312 PROBABILITY THEORY AND APPLICATIONS,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22b4dc9008-c9d0-40a9-972b-abe400bfd96f%22
15619,80312 - הסתברות ושימושיה תשעח,2017,Semester 2,,
15633,80312 - הסתברות ושימושיה תשעז,2016,Semester 2,,
15656,80312 - הסתברות ושימושיה תשעו,2015,Semester 2,,
15684,מערכות הפעלה - תשעט - 67808,2018,Semester 2,2018-19 -> 67808 OPERATING SYSTEMS,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22351b6ad5-1ed4-4aa1-9a82-abe400b3576f%22
15720,67808 - מערכות הפעלה - תשעח,2017,Semester 2,,
15741,מתמטיקה שימושית 2 - 80157 - תשעט,2018,Semester 2,2018-19 -> 80157 Mathematical Methods II,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%220400e886-9982-409d-ac13-abe400bfb3f7%22
15810,80157 מתמטיקה שימושית - תשעח,2017,Semester 2,,
15865,80157 מתמטיקה שימושית - תשעז,2016,Semester 2,,
15972,80157 מתמטיקה שימושית - תשעו,2015,Semester 2,,
16083,80157 מתמטיקה שימושית - תשעה,2014,Semester 2,,
16097,חשבון אינפיניטסימלי מתקדם 2  - תשעט - 80316,2018,Semester 2,2018-19 -> 80316 ADVANCED INFINITESIMAL CALCULUS (2),https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22591394c9-291d-4774-b5c7-abe400bfe62f%22
16149,80316 חשבון אינפיניטסימלי מתקדם - תשעח,2017,Semester 2,,
16193,80316 חשבון אינפיניטסימלי מתקדם - תשעז,2016,Semester 2,,
16218,80316 חשבון אינפיניטסימלי מתקדם - תשעו,2015,Semester 2,,
16223,ביולוגיה מולקולרית - 72332 - תשעט,2018,Semester 2,2018-19 -> 72332 MOLECULAR BIOLOGY,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%228b1ee177-0960-4083-9a03-abe400ba8372%22
16251,72332 - מבוא לביולוגיה מולקולרית - תשעח,2017,Semester 2,,
16280,מבנה המחשב - תשעט - 67200,2018,Semester 2,2018-19 -> 67200 COMPUTER ARCHTECTURE,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%2219c87813-37d1-4476-9858-abe400b27a72%22
16321,67200 - מבנה המחשב תשעז,2016,Semester 2,,
16386,67200 - מבנה המחשב תשעח,2017,Semester 2,,
16422,67200 - מבנה המחשב תשעו,2017,Semester 2,,
16473,80200 - תורת הקבוצות - תשעט,2018,Semester 2,2018-19 -> 80200 SET THEORY,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22abc2c5f0-2100-4325-9e26-abe400bfc3ac%22
16502,80200 - תורת הקבוצות - תשעח,2017,Semester 2,,
16530,כימיה פיסיקלית לתלמידי ביולוגיה - תשעט -69123,2018,Semester 2,2018-19 -> 69123 PHYSICAL CHEMISTRY FOR BIOLOGY STUDENTS,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%2298b20237-a0e0-4afe-aef3-abe400b41495%22
16560,69123 - כימיה פיסיקלית לתלמידי ביולוגיה - תשעח,2017,Semester 2,,
16583,69123 - כימיה פיסיקלית לתלמידי ביולוגיה תשעו,2015,Semester 2,,
16619,מבוא להסתברות וסטטיסטיקה - 72301 - תשעט,2018,Semester 2,2018-19 -> 72301 Introduction to probability and statistics,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%229247020e-dc46-4260-86e2-abe400ba79fa%22
16648,72301 מבוא להסתברות וסטטיסטיקה - תשעח,2017,Semester 2,,
16675,72301 מבוא להסתברות וסטטיסטיקה - תשעז ,2016,Semester 2,,
16709,72301/72380 מבוא להסתברות וסטטיסטיקה - תשעו,2015,Semester 2,,
16740,72301/72380 מבוא להסתברות וסטטיסטיקה - תשעז - לירן,2015,Semester Summer,,
16741,פיזיקה כללית - חשמל ואופטיקה לתלמידי ביולוגיה - 77304 - תשעט,2018,Semester 2,2018-19 -> 77304 General Phys.: Elect. & Optics For Biology Students,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22cb56bc24-91d5-48f9-928a-abe400be2d86%22
16785,פיסיקה כללית - תשעח - 77304,2017,Semester 2,,
16816,77304 פיסיקה כללית - חשמל ואופטיקה לתלמידי ביולוגיה - תשעז,2016,Semester 2,,
16859,77304 פיסיקה כללית - חשמל ואופטיקה לתלמידי ביולוגיה - תשעו,2015,Semester 2,,
16915, 77318 - תורת הקוונטים 1 - תשעט,2018,Semester 2,2018-19 -> 77318 Quantum Theory I,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22e85b4270-c27b-4c43-aaca-abe400be435a%22
16965,77318 תורת הקוונטים - תשעח,2017,Semester 1,,
17009,77318 תורת הקוונטים - תשעז,2016,Semester 2,,
17083,77318 תורת הקוונטים - תשעו,2015,Semester 2,,
17137,77318 תורת הקוונטים - תרגול - תשעו,2015,Semester 2,,
17149,  פסיקיה כללית2  לתלמידי רוקחות - 77104 - תשעט,2018,Semester 2,2018-19 -> 77104 General Physics (2) For Pharmacy Students,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22bf700724-4ff7-4345-bbfc-abe400bdf1c6%22
17166,77104 פיסיקה כללית לתלמידי רוקחות - תשעח,2017,Semester 2,,
17180,77104 פיסיקה כללית לתלמידי רוקחות - תשעז,2016,Semester 1,,
17216,77104 פיסיקה כללית לתלמידי רוקחות - תשעו,2015,Semester 2,,
